Date,site_no,Mean Flow,Peak Flow,Tqmean,R-B Index,Station
1974-09-01,3335000,166.56666666666666,259.0,0.4,0.07884730838503101,Wildcat
1974-10-01,3335000,148.83870967741936,249.0,0.3548387096774194,0.09189423493714781,Wildcat
1974-11-01,3335000,179.2,260.0,0.5,0.07105654761904762,Wildcat
1974-12-01,3335000,533.483870967742,1740.0,0.3870967741935484,0.24573709033740476,Wildcat
1975-01-01,3335000,1320.4516129032259,5090.0,0.2903225806451613,0.35261640689891044,Wildcat
1975-02-01,3335000,1785.642857142857,6840.0,0.25,0.26761070442817714,Wildcat
1975-03-01,3335000,908.7741935483871,1800.0,0.3225806451612903,0.13509867953996876,Wildcat
1975-04-01,3335000,909.4,2520.0,0.4,0.20724287075727585,Wildcat
1975-05-01,3335000,1296.1290322580646,5600.0,0.2903225806451613,0.2944748631159781,Wildcat
1975-06-01,3335000,1022.8,2870.0,0.3,0.27450788684656496,Wildcat
1975-07-01,3335000,343.96774193548384,1380.0,0.25806451612903225,0.26427834568132796,Wildcat
1975-08-01,3335000,626.6451612903226,5150.0,0.16129032258064516,0.5759806444970658,Wildcat
1975-09-01,3335000,373.1333333333333,1410.0,0.26666666666666666,0.165267107378953,Wildcat
1975-10-01,3335000,199.51612903225808,344.0,0.3225806451612903,0.09765561843168957,Wildcat
1975-11-01,3335000,194.93333333333334,580.0,0.2,0.11456908344733242,Wildcat
1975-12-01,3335000,904.8709677419355,3930.0,0.25806451612903225,0.31827742326476777,Wildcat
1976-01-01,3335000,562.2903225806451,1460.0,0.3870967741935484,0.19293213240777923,Wildcat
1976-02-01,3335000,3226.896551724138,9340.0,0.4482758620689655,0.31972643727292155,Wildcat
1976-03-01,3335000,1481.1290322580646,5890.0,0.22580645161290322,0.22933681803332245,Wildcat
1976-04-01,3335000,391.96666666666664,596.0,0.4,0.03818351900671826,Wildcat
1976-05-01,3335000,230.83870967741936,295.0,0.6129032258064516,0.049189491335941866,Wildcat
1976-06-01,3335000,803.5,3820.0,0.23333333333333334,0.4014934660858743,Wildcat
1976-07-01,3335000,632.9354838709677,2720.0,0.3225806451612903,0.3027368635645482,Wildcat
1976-08-01,3335000,163.48387096774192,271.0,0.3870967741935484,0.09273875295974743,Wildcat
1976-09-01,3335000,115.8,141.0,0.5,0.0535405872193437,Wildcat
1976-10-01,3335000,122.96774193548387,227.0,0.3870967741935484,0.11437565582371459,Wildcat
1976-11-01,3335000,113.36666666666666,135.0,0.5,0.02999117906498089,Wildcat
1976-12-01,3335000,94.80645161290323,125.0,0.6451612903225806,0.06736985369173189,Wildcat
1977-01-01,3335000,61.645161290322584,66.0,0.41935483870967744,0.014652014652014652,Wildcat
1977-02-01,3335000,241.10714285714286,620.0,0.35714285714285715,0.24618575025922085,Wildcat
1977-03-01,3335000,944.9677419354839,2510.0,0.3870967741935484,0.3121799685942514,Wildcat
1977-04-01,3335000,662.7666666666667,1820.0,0.3333333333333333,0.162249157571795,Wildcat
1977-05-01,3335000,409.64516129032256,1090.0,0.3548387096774194,0.14764942121426883,Wildcat
1977-06-01,3335000,129.96666666666667,191.0,0.4666666666666667,0.08335470633495769,Wildcat
1977-07-01,3335000,84.41935483870968,152.0,0.41935483870967744,0.09323653037829575,Wildcat
1977-08-01,3335000,514.3225806451613,2270.0,0.2903225806451613,0.41150275965880584,Wildcat
1977-09-01,3335000,461.06666666666666,1780.0,0.23333333333333334,0.2445777906304222,Wildcat
1977-10-01,3335000,1182.0967741935483,6370.0,0.2903225806451613,0.24502660663119116,Wildcat
1977-11-01,3335000,342.3333333333333,419.0,0.4666666666666667,0.05248296007789679,Wildcat
1977-12-01,3335000,2190.483870967742,6300.0,0.3225806451612903,0.2050364479787939,Wildcat
1978-01-01,3335000,388.80645161290323,608.0,0.5161290322580645,0.06064880112834979,Wildcat
1978-02-01,3335000,224.46428571428572,250.0,0.5714285714285714,0.023070803500397773,Wildcat
1978-03-01,3335000,3471.8709677419356,10800.0,0.4838709677419355,0.2131880179878842,Wildcat
1978-04-01,3335000,1878.9333333333334,4990.0,0.36666666666666664,0.2565285268237298,Wildcat
1978-05-01,3335000,1096.3548387096773,3000.0,0.3870967741935484,0.19310324535851944,Wildcat
1978-06-01,3335000,985.1333333333333,9930.0,0.2,0.6510117073830953,Wildcat
1978-07-01,3335000,916.1935483870968,5010.0,0.2903225806451613,0.34303922258995845,Wildcat
1978-08-01,3335000,228.5483870967742,833.0,0.1935483870967742,0.23514467184191956,Wildcat
1978-09-01,3335000,130.06666666666666,255.0,0.3,0.057662737057919015,Wildcat
1978-10-01,3335000,108.70967741935483,137.0,0.45161290322580644,0.0486646884272997,Wildcat
1978-11-01,3335000,173.96666666666667,440.0,0.43333333333333335,0.20731940984863,Wildcat
1978-12-01,3335000,300.64516129032256,755.0,0.3225806451612903,0.18261802575107297,Wildcat
1979-01-01,3335000,463.4193548387097,2600.0,0.22580645161290322,0.18585549213420577,Wildcat
1979-02-01,3335000,874.2857142857143,7300.0,0.21428571428571427,0.5473856209150327,Wildcat
1979-03-01,3335000,1952.6774193548388,8200.0,0.2903225806451613,0.2777658467282309,Wildcat
1979-04-01,3335000,1612.4666666666667,6010.0,0.3333333333333333,0.2534212593541985,Wildcat
1979-05-01,3335000,457.5806451612903,746.0,0.4838709677419355,0.0836799436023969,Wildcat
1979-06-01,3335000,245.16666666666666,378.0,0.5,0.104418762746431,Wildcat
1979-07-01,3335000,1079.1935483870968,7800.0,0.25806451612903225,0.5834404423852937,Wildcat
1979-08-01,3335000,769.2258064516129,2930.0,0.2903225806451613,0.2488467667533339,Wildcat
1979-09-01,3335000,144.03333333333333,273.0,0.3333333333333333,0.045591298310576255,Wildcat
1979-10-01,3335000,197.3548387096774,371.0,0.3870967741935484,0.14105916966328866,Wildcat
1979-11-01,3335000,764.1,2850.0,0.2,0.20765170352920648,Wildcat
1979-12-01,3335000,814.0645161290323,2620.0,0.3548387096774194,0.20209224916785545,Wildcat
1980-01-01,3335000,476.0967741935484,761.0,0.5483870967741935,0.06497730198522936,Wildcat
1980-02-01,3335000,572.2758620689655,2900.0,0.2413793103448276,0.30525427813931066,Wildcat
1980-03-01,3335000,2115.8387096774195,4700.0,0.4838709677419355,0.2813190834108338,Wildcat
1980-04-01,3335000,1655.8333333333333,3450.0,0.5,0.20257674886763966,Wildcat
1980-05-01,3335000,436.19354838709677,825.0,0.45161290322580644,0.15781689099245674,Wildcat
1980-06-01,3335000,2565.2,11900.0,0.3,0.33313841675762773,Wildcat
1980-07-01,3335000,284.51612903225805,513.0,0.41935483870967744,0.1875283446712018,Wildcat
1980-08-01,3335000,497.93548387096774,2670.0,0.25806451612903225,0.4137082145633584,Wildcat
1980-09-01,3335000,187.2,400.0,0.23333333333333334,0.18233618233618235,Wildcat
1980-10-01,3335000,138.96774193548387,190.0,0.3870967741935484,0.054549675023212625,Wildcat
1980-11-01,3335000,135.7,344.0,0.13333333333333333,0.11176615082289364,Wildcat
1980-12-01,3335000,146.74193548387098,212.0,0.3548387096774194,0.048801934491096946,Wildcat
1981-01-01,3335000,133.93548387096774,166.0,0.45161290322580644,0.02745664739884393,Wildcat
1981-02-01,3335000,654.9285714285714,1730.0,0.42857142857142855,0.20662013305704002,Wildcat
1981-03-01,3335000,289.9032258064516,537.0,0.41935483870967744,0.06598419939913208,Wildcat
1981-04-01,3335000,663.2666666666667,2130.0,0.4,0.22977183636546386,Wildcat
1981-05-01,3335000,1950.8064516129032,6010.0,0.3225806451612903,0.2415212897891691,Wildcat
1981-06-01,3335000,661.3,1370.0,0.43333333333333335,0.21301476888956097,Wildcat
1981-07-01,3335000,306.03225806451616,1070.0,0.1935483870967742,0.19447665226098873,Wildcat
1981-08-01,3335000,803.7096774193549,8890.0,0.16129032258064516,0.4900662251655629,Wildcat
1981-09-01,3335000,1311.4666666666667,6990.0,0.3333333333333333,0.3102887352582351,Wildcat
1981-10-01,3335000,702.483870967742,1930.0,0.3225806451612903,0.20934931349589017,Wildcat
1981-11-01,3335000,525.0666666666667,985.0,0.4,0.1095733875063484,Wildcat
1981-12-01,3335000,625.258064516129,1970.0,0.2903225806451613,0.19001186606820408,Wildcat
1982-01-01,3335000,1351.3870967741937,5890.0,0.25806451612903225,0.4719165493041797,Wildcat
1982-02-01,3335000,2129.464285714286,6350.0,0.4642857142857143,0.2470440251572327,Wildcat
1982-03-01,3335000,3991.2903225806454,8660.0,0.41935483870967744,0.23494706215145883,Wildcat
1982-04-01,3335000,1692.6666666666667,5960.0,0.26666666666666666,0.2747538400945254,Wildcat
1982-05-01,3335000,690.0967741935484,2450.0,0.3225806451612903,0.18473332398448092,Wildcat
1982-06-01,3335000,1014.4333333333333,3600.0,0.3333333333333333,0.2604409686853087,Wildcat
1982-07-01,3335000,367.19354838709677,914.0,0.3548387096774194,0.20952297285425633,Wildcat
1982-08-01,3335000,475.258064516129,2110.0,0.22580645161290322,0.49765831806149463,Wildcat
1982-09-01,3335000,174.73333333333332,303.0,0.3,0.03758107592521938,Wildcat
1982-10-01,3335000,141.06451612903226,237.0,0.25806451612903225,0.07889320832380517,Wildcat
1982-11-01,3335000,410.1333333333333,1460.0,0.3333333333333333,0.25788361508452534,Wildcat
1982-12-01,3335000,2196.3548387096776,5940.0,0.3548387096774194,0.25806688501476055,Wildcat
1983-01-01,3335000,654.5806451612904,1840.0,0.3225806451612903,0.08205204021289178,Wildcat
1983-02-01,3335000,636.8928571428571,1690.0,0.25,0.1544888689508215,Wildcat
1983-03-01,3335000,545.4193548387096,1590.0,0.2903225806451613,0.14543411402886208,Wildcat
1983-04-01,3335000,1728.0666666666666,3940.0,0.4666666666666667,0.23365225107056056,Wildcat
1983-05-01,3335000,2613.935483870968,17800.0,0.1935483870967742,0.41081301214335075,Wildcat
1983-06-01,3335000,577.0,1430.0,0.3333333333333333,0.2169844020797227,Wildcat
1983-07-01,3335000,260.16129032258067,1040.0,0.25806451612903225,0.13663980161190328,Wildcat
1983-08-01,3335000,146.90322580645162,252.0,0.3548387096774194,0.09090909090909091,Wildcat
1983-09-01,3335000,118.9,224.0,0.23333333333333334,0.08522567984300533,Wildcat
1983-10-01,3335000,181.96774193548387,577.0,0.22580645161290322,0.17408260946640666,Wildcat
1983-11-01,3335000,319.96666666666664,1020.0,0.4,0.15001562662777373,Wildcat
1983-12-01,3335000,1342.1935483870968,4160.0,0.3548387096774194,0.25562391847721594,Wildcat
1984-01-01,3335000,234.48387096774192,350.0,0.3548387096774194,0.04402256156280093,Wildcat
1984-02-01,3335000,1658.655172413793,7430.0,0.3448275862068966,0.3183093906571589,Wildcat
1984-03-01,3335000,2271.548387096774,5350.0,0.45161290322580644,0.21437700587917863,Wildcat
1984-04-01,3335000,1227.6666666666667,2170.0,0.4666666666666667,0.16603312516969862,Wildcat
1984-05-01,3335000,1005.2903225806451,3600.0,0.3548387096774194,0.2328969323578488,Wildcat
1984-06-01,3335000,501.53333333333336,1070.0,0.36666666666666664,0.18669413797687093,Wildcat
1984-07-01,3335000,227.8709677419355,415.0,0.3870967741935484,0.07403737259343149,Wildcat
1984-08-01,3335000,186.41935483870967,406.0,0.2903225806451613,0.20332237411316836,Wildcat
1984-09-01,3335000,120.3,165.0,0.36666666666666664,0.08728179551122195,Wildcat
1984-10-01,3335000,175.67741935483872,390.0,0.3870967741935484,0.14047006977598236,Wildcat
1984-11-01,3335000,462.23333333333335,1180.0,0.36666666666666664,0.23624432104997475,Wildcat
1984-12-01,3335000,673.4193548387096,2080.0,0.3225806451612903,0.18111707223606055,Wildcat
1985-01-01,3335000,970.7096774193549,5340.0,0.25806451612903225,0.22896450883955868,Wildcat
1985-02-01,3335000,2722.8571428571427,17100.0,0.25,0.39034627492130114,Wildcat
1985-03-01,3335000,2134.7419354838707,5490.0,0.4838709677419355,0.22158756063284826,Wildcat
1985-04-01,3335000,1208.9333333333334,3550.0,0.36666666666666664,0.1748097496415573,Wildcat
1985-05-01,3335000,287.0,442.0,0.3870967741935484,0.07114757783522535,Wildcat
1985-06-01,3335000,294.3333333333333,648.0,0.3333333333333333,0.17044167610419025,Wildcat
1985-07-01,3335000,137.5483870967742,376.0,0.25806451612903225,0.1529080675422139,Wildcat
1985-08-01,3335000,250.16129032258064,954.0,0.3225806451612903,0.29916183107672467,Wildcat
1985-09-01,3335000,124.63333333333334,304.0,0.2,0.09708478202728002,Wildcat
1985-10-01,3335000,152.3548387096774,298.0,0.3870967741935484,0.13021384713106077,Wildcat
1985-11-01,3335000,2518.733333333333,8000.0,0.43333333333333335,0.288121013207697,Wildcat
1985-12-01,3335000,1666.8387096774193,7300.0,0.3225806451612903,0.3080585229911751,Wildcat
1986-01-01,3335000,313.64516129032256,768.0,0.3225806451612903,0.12043607939936234,Wildcat
1986-02-01,3335000,1098.142857142857,2870.0,0.39285714285714285,0.23364121243658123,Wildcat
1986-03-01,3335000,1713.774193548387,4900.0,0.2903225806451613,0.2855986598151599,Wildcat
1986-04-01,3335000,397.2,581.0,0.43333333333333335,0.033987915407854986,Wildcat
1986-05-01,3335000,1067.258064516129,2120.0,0.3870967741935484,0.22414991688076166,Wildcat
1986-06-01,3335000,1090.8666666666666,4640.0,0.26666666666666666,0.2849110798753285,Wildcat
1986-07-01,3335000,791.1935483870968,3290.0,0.2903225806451613,0.3963387287479105,Wildcat
1986-08-01,3335000,177.5483870967742,293.0,0.45161290322580644,0.05886627906976744,Wildcat
1986-09-01,3335000,155.36666666666667,442.0,0.36666666666666664,0.17034971036258315,Wildcat
1986-10-01,3335000,179.32258064516128,331.0,0.3548387096774194,0.11045152005756431,Wildcat
1986-11-01,3335000,168.3,291.0,0.2,0.04654387007328184,Wildcat
1986-12-01,3335000,283.38709677419354,422.0,0.41935483870967744,0.08002276607854297,Wildcat
1987-01-01,3335000,305.64516129032256,680.0,0.25806451612903225,0.11408970976253298,Wildcat
1987-02-01,3335000,527.1428571428571,957.0,0.42857142857142855,0.09844173441734418,Wildcat
1987-03-01,3335000,435.4193548387097,1250.0,0.3225806451612903,0.13994665876426138,Wildcat
1987-04-01,3335000,405.26666666666665,1050.0,0.3333333333333333,0.13916762625431814,Wildcat
1987-05-01,3335000,482.48387096774195,1750.0,0.2903225806451613,0.2536604934144548,Wildcat
1987-06-01,3335000,354.6,1250.0,0.26666666666666666,0.281443880428652,Wildcat
1987-07-01,3335000,256.83870967741933,673.0,0.3225806451612903,0.18362220547601105,Wildcat
1987-08-01,3335000,206.4516129032258,1050.0,0.1935483870967742,0.305625,Wildcat
1987-09-01,3335000,134.6,210.0,0.4,0.10846953937592868,Wildcat
1987-10-01,3335000,104.29032258064517,360.0,0.25806451612903225,0.11846582121868234,Wildcat
1987-11-01,3335000,150.93333333333334,551.0,0.2,0.13648409893992933,Wildcat
1987-12-01,3335000,1037.741935483871,2440.0,0.5483870967741935,0.24255517562946846,Wildcat
1988-01-01,3335000,589.0967741935484,1120.0,0.3870967741935484,0.17796517358449238,Wildcat
1988-02-01,3335000,1806.5862068965516,3600.0,0.41379310344827586,0.228665228760665,Wildcat
1988-03-01,3335000,794.7096774193549,1980.0,0.25806451612903225,0.1565189154083455,Wildcat
1988-04-01,3335000,1546.7,5950.0,0.3333333333333333,0.23505958923299067,Wildcat
1988-05-01,3335000,270.35483870967744,370.0,0.41935483870967744,0.03305094857415583,Wildcat
1988-06-01,3335000,130.2,183.0,0.4666666666666667,0.02534562211981567,Wildcat
1988-07-01,3335000,105.90322580645162,195.0,0.3225806451612903,0.1184891867194639,Wildcat
1988-08-01,3335000,137.96774193548387,411.0,0.2903225806451613,0.16132803366845921,Wildcat
1988-09-01,3335000,112.73333333333333,218.0,0.3,0.10437610881135423,Wildcat
1988-10-01,3335000,99.7741935483871,207.0,0.4838709677419355,0.10151956029744584,Wildcat
1988-11-01,3335000,436.3333333333333,1300.0,0.36666666666666664,0.3333842627960275,Wildcat
1988-12-01,3335000,239.67741935483872,600.0,0.2903225806451613,0.10578734858681023,Wildcat
1989-01-01,3335000,745.3870967741935,2270.0,0.3870967741935484,0.22863201627212534,Wildcat
1989-02-01,3335000,359.9642857142857,681.0,0.32142857142857145,0.06865760492112313,Wildcat
1989-03-01,3335000,476.2258064516129,759.0,0.3870967741935484,0.09693151798414956,Wildcat
1989-04-01,3335000,902.3666666666667,2400.0,0.3,0.19589228325514388,Wildcat
1989-05-01,3335000,2129.9032258064517,16100.0,0.1935483870967742,0.46359822496857345,Wildcat
1989-06-01,3335000,1500.3666666666666,7160.0,0.3,0.2971273688653885,Wildcat
1989-07-01,3335000,306.48387096774195,631.0,0.3548387096774194,0.16861383012314493,Wildcat
1989-08-01,3335000,520.1290322580645,3800.0,0.16129032258064516,0.35983626891590176,Wildcat
1989-09-01,3335000,2546.2,12100.0,0.26666666666666666,0.3239467965333962,Wildcat
1989-10-01,3335000,339.35483870967744,639.0,0.3548387096774194,0.07984790874524715,Wildcat
1989-11-01,3335000,521.0333333333333,1530.0,0.26666666666666666,0.16512059369202226,Wildcat
1989-12-01,3335000,275.6774193548387,423.0,0.4838709677419355,0.07149543646150246,Wildcat
1990-01-01,3335000,689.2903225806451,1500.0,0.3225806451612903,0.14961624859603145,Wildcat
1990-02-01,3335000,2715.8928571428573,6630.0,0.39285714285714285,0.29936221973831284,Wildcat
1990-03-01,3335000,1846.0,10400.0,0.1935483870967742,0.3532310488239611,Wildcat
1990-04-01,3335000,866.8333333333334,1890.0,0.26666666666666666,0.12866756393001347,Wildcat
1990-05-01,3335000,1864.1935483870968,9270.0,0.25806451612903225,0.34137394012804984,Wildcat
1990-06-01,3335000,885.8,3480.0,0.2,0.25626552269135244,Wildcat
1990-07-01,3335000,583.5483870967741,1490.0,0.3870967741935484,0.21343283582089553,Wildcat
1990-08-01,3335000,667.258064516129,3780.0,0.22580645161290322,0.40725163161711386,Wildcat
1990-09-01,3335000,196.3,347.0,0.36666666666666664,0.055697062319578876,Wildcat
1990-10-01,3335000,1060.6129032258063,4330.0,0.3225806451612903,0.3076127619453146,Wildcat
1990-11-01,3335000,662.7666666666667,2610.0,0.26666666666666666,0.26469848614394204,Wildcat
1990-12-01,3335000,2474.1290322580644,16300.0,0.1935483870967742,0.33672325223604266,Wildcat
1991-01-01,3335000,1935.774193548387,12500.0,0.25806451612903225,0.2834241530437101,Wildcat
1991-02-01,3335000,982.5,1930.0,0.42857142857142855,0.15961468556888403,Wildcat
1991-03-01,3335000,2107.2580645161293,5550.0,0.5161290322580645,0.19361653272101034,Wildcat
1991-04-01,3335000,917.3333333333334,2090.0,0.3333333333333333,0.14513081395348837,Wildcat
1991-05-01,3335000,526.7741935483871,780.0,0.5483870967741935,0.10263319044703001,Wildcat
1991-06-01,3335000,478.3333333333333,1390.0,0.26666666666666666,0.17386759581881533,Wildcat
1991-07-01,3335000,162.03225806451613,285.0,0.45161290322580644,0.09755126418475014,Wildcat
1991-08-01,3335000,105.54838709677419,163.0,0.3225806451612903,0.09749388753056235,Wildcat
1991-09-01,3335000,108.76666666666667,233.0,0.3333333333333333,0.10848912044131168,Wildcat
1991-10-01,3335000,247.6451612903226,1190.0,0.1935483870967742,0.27471668620554907,Wildcat
1991-11-01,3335000,316.6,1210.0,0.36666666666666664,0.23626026531901453,Wildcat
1991-12-01,3335000,399.48387096774195,697.0,0.3225806451612903,0.12168927648578812,Wildcat
1992-01-01,3335000,383.80645161290323,730.0,0.41935483870967744,0.11556564128424945,Wildcat
1992-02-01,3335000,689.2068965517242,1610.0,0.3793103448275862,0.1350878070745985,Wildcat
1992-03-01,3335000,822.1290322580645,1800.0,0.41935483870967744,0.1226555756101389,Wildcat
1992-04-01,3335000,1734.9,6090.0,0.26666666666666666,0.22212615520587162,Wildcat
1992-05-01,3335000,415.0967741935484,702.0,0.3548387096774194,0.05976064656512278,Wildcat
1992-06-01,3335000,612.5666666666667,2880.0,0.2,0.295532459052076,Wildcat
1992-07-01,3335000,2968.064516129032,12700.0,0.25806451612903225,0.3216824258232801,Wildcat
1992-08-01,3335000,642.9354838709677,3720.0,0.22580645161290322,0.20410415934975665,Wildcat
1992-09-01,3335000,716.4333333333333,2770.0,0.4,0.35057925836318804,Wildcat
1992-10-01,3335000,437.0,825.0,0.3870967741935484,0.10459880416328339,Wildcat
1992-11-01,3335000,3962.6666666666665,14700.0,0.3,0.3843371467025572,Wildcat
1992-12-01,3335000,710.9354838709677,1070.0,0.41935483870967744,0.08303462044557376,Wildcat
1993-01-01,3335000,2720.3870967741937,11100.0,0.3225806451612903,0.3336811649196035,Wildcat
1993-02-01,3335000,670.7857142857143,1050.0,0.32142857142857145,0.06218720051112767,Wildcat
1993-03-01,3335000,2331.3548387096776,4810.0,0.3870967741935484,0.19205224706663715,Wildcat
1993-04-01,3335000,2227.6666666666665,5700.0,0.3333333333333333,0.27981445458626364,Wildcat
1993-05-01,3335000,1001.516129032258,2620.0,0.41935483870967744,0.21370824878410152,Wildcat
1993-06-01,3335000,800.1666666666666,1340.0,0.36666666666666664,0.14963549260570713,Wildcat
1993-07-01,3335000,1813.9354838709678,7070.0,0.2903225806451613,0.35095675060463793,Wildcat
1993-08-01,3335000,295.0,1180.0,0.16129032258064516,0.2412247129579005,Wildcat
1993-09-01,3335000,528.0333333333333,1420.0,0.3333333333333333,0.32037118868758285,Wildcat
1993-10-01,3335000,629.0,1830.0,0.2903225806451613,0.20149751269295862,Wildcat
1993-11-01,3335000,2069.233333333333,7720.0,0.3333333333333333,0.27807400486492584,Wildcat
1993-12-01,3335000,989.9354838709677,1860.0,0.41935483870967744,0.09847497393117831,Wildcat
1994-01-01,3335000,949.3548387096774,5600.0,0.25806451612903225,0.34420659191301395,Wildcat
1994-02-01,3335000,658.0,1480.0,0.39285714285714285,0.1818280503690838,Wildcat
1994-03-01,3335000,553.741935483871,1220.0,0.41935483870967744,0.1118490038448095,Wildcat
1994-04-01,3335000,1999.2666666666667,10900.0,0.26666666666666666,0.3769382106772483,Wildcat
1994-05-01,3335000,849.5806451612904,2740.0,0.3870967741935484,0.1754565819949121,Wildcat
1994-06-01,3335000,657.0333333333333,3250.0,0.3,0.4965247831160266,Wildcat
1994-07-01,3335000,431.03225806451616,1210.0,0.3870967741935484,0.2986079928154468,Wildcat
1994-08-01,3335000,345.19354838709677,1340.0,0.22580645161290322,0.31632557704887393,Wildcat
